commodity_name,state,district,market,min_price,max_price,modal_price,date,certifications,storage type,export_potential,production_quantity,quality_grade
Kinnow,Haryana,Ambala,Naraingarh,20,20,20,25-10-2019,NON-GMO,Cold Storage,Moderate,43920,Grade A
Jasmine,Kerala,Palakad,Koduvayoor,560,600,580,09-09-2019,NON-GMO,Cold Storage,Moderate,33306,Premium
Persimon(Japani+Fal),Himachal Pradesh,Mandi,Mandi(Takoli),10,20,15,15-09-2019,CERTIFIED,Warehouse,Emerging Markets,53986,Premium
Gurellu,Karnataka,Gadag,Laxmeshwar,16.25,53.19,45.22,14-10-2019,CERTIFIED,Warehouse,Emerging Markets,16521,Grade B
Galgal(Lemon),Andhra Pradesh,West Godavari,Bhimadole,30,40,37.34,24-08-2019,NON-GMO,Warehouse,Emerging Markets,90041,Grade A
Yam,Mizoram,Aizawl,New Market Aizawl,40,60,50,19-08-2019,NON-GMO,Dry Storage,Emerging Markets,67852,Export
Galgal(Lemon),Kerala,Ernakulam,Piravam,70,80,75,04-09-2019,GMO,Warehouse,Emerging Markets,90041,Grade A
Sajje,Karnataka,Gadag,Mundaragi,14.36,16.21,15.35,10-10-2019,ORGANIC,Warehouse,Emerging Markets,84498,Grade A
Season+Leaves,Punjab,Fazilka,Fazilka (Ladhuka),14,15,14.5,10-10-2019,ORGANIC,Warehouse,Emerging Markets,95971,Grade C
Same/Savi,Karnataka,Haveri,Savanur,36,36,36,21-08-2019,GMO,Warehouse,Emerging Markets,73003,Grade B
Chow+Chow,Punjab,Ferozpur,Guru Har Sahai,7,8,8,08-11-2019,CERTIFIED,Warehouse,Seasonal,13560,Grade B
He+Buffalo,Maharashtra,Sholapur,Sangola,40,200,110,15-09-2019,CERTIFIED,Warehouse,Emerging Markets,98162,Grade C
Same/Savi,Chattisgarh,Kabirdham,Pandariya,27.75,28,27.88,19-08-2019,ORGANIC,Warehouse,Emerging Markets,73003,Grade B
Season+Leaves,Punjab,Fazilka,Fazilka (Ladhuka),15,15,15,19-08-2019,NON-GMO,Warehouse,Seasonal,95971,Grade C
Yam,Kerala,Kollam,Sasthamkotta,52,58,55,23-08-2019,GMO,Dry Storage,Seasonal,67852,Export
Mataki,Maharashtra,Dhule,Dhule,64,64,64,18-09-2019,ORGANIC,Warehouse,Emerging Markets,29608,Grade A
Season+Leaves,Punjab,Moga,Dharamkot,10,10,10,12-09-2019,GMO,Warehouse,Seasonal,95971,Grade C
Balekai,Rajasthan,Chittorgarh,Chittorgarh,18,30,25,27-11-2019,NON-GMO,Dry Storage,Moderate,92457,Grade A
Galgal(Lemon),Andhra Pradesh,West Godavari,Bhimadole,30,35,30.87,22-08-2019,NON-GMO,Warehouse,Emerging Markets,90041,Grade A
Chrysanthemum(Loose),Karnataka,Kolar,Malur,25,40,30,26-08-2019,NON-GMO,Warehouse,Emerging Markets,71713,Grade C
Marigold(Calcutta),Karnataka,Kolar,Malur,20,30,24,16-10-2019,ORGANIC,Warehouse,Emerging Markets,64268,Grade B
Persimon(Japani+Fal),Himachal Pradesh,Mandi,Mandi(Takoli),25,35,30,18-09-2019,CERTIFIED,Warehouse,Seasonal,53986,Premium
Indian+Colza(Sarson),Himachal Pradesh,Kangra,Palampur,15,18,16.5,23-10-2019,CERTIFIED,Warehouse,Emerging Markets,33310,Premium
Same/Savi,Chattisgarh,Kabirdham,Pandariya,24.7,25,24.85,09-09-2019,GMO,Warehouse,Seasonal,73003,Grade B
Season+Leaves,Punjab,Jalandhar,Bilga,14,16,15,09-09-2019,GMO,Warehouse,Emerging Markets,95971,Grade C
Nutmeg,Kerala,Idukki,Thodupuzha,190,210,200,23-10-2019,CERTIFIED,Warehouse,Seasonal,48214,Grade C
Tamarind+Seed,Karnataka,Hassan,Arasikere,45.5,45.5,45.5,09-09-2019,ORGANIC,Warehouse,Emerging Markets,81713,Export
Kinnow,Himachal Pradesh,Kangra,Kangra(Jaisinghpur),25,25,25,19-12-2019,NON-GMO,Cold Storage,Moderate,43920,Grade A
Dry+Grapes,Karnataka,Bangalore,Bangalore,18,340,260,03-09-2019,GMO,Warehouse,Emerging Markets,13918,Grade C
Firewood,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,1.75,2.45,2.1,03-09-2019,CERTIFIED,Warehouse,Emerging Markets,89701,Export
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Bandrol,12,38,25,23-10-2019,ORGANIC,Warehouse,Emerging Markets,53986,Premium
Tamarind+Seed,Chattisgarh,Bastar,Muli,31,32,31.5,27-08-2019,NON-GMO,Warehouse,Seasonal,81713,Export
Sajje,Karnataka,Davangere,Harappana Halli,18.7,21,19.1,23-10-2019,NON-GMO,Warehouse,Seasonal,84498,Grade A
Lint,Karnataka,Dharwad,Annigeri,110,110,110,03-09-2019,ORGANIC,Warehouse,Seasonal,55663,Premium
He+Buffalo,Maharashtra,Sholapur,Sangola,50,240,120,22-09-2019,CERTIFIED,Warehouse,Emerging Markets,98162,Grade C
Thogrikai,Karnataka,Bangalore,Ramanagara,25,27,26,19-12-2019,CERTIFIED,Warehouse,Seasonal,83925,Grade C
Lint,Karnataka,Bellary,Kottur,107,107,107,24-10-2019,NON-GMO,Warehouse,Emerging Markets,55663,Premium
He+Buffalo,Maharashtra,Buldhana,Khamgaon,80,120,100,24-10-2019,CERTIFIED,Warehouse,Emerging Markets,98162,Grade C
She+Goat,Odisha,Gajapati,Parlakhemundi,30,40,40,26-10-2019,GMO,Warehouse,Emerging Markets,39844,Grade C
Seemebadnekai,Karnataka,Bangalore,Ramanagara,10,13,12,24-12-2019,GMO,Dry Storage,Moderate,44009,Export
Avare+Dal,Karnataka,Bangalore,Bangalore,38,49,43.5,05-10-2019,CERTIFIED,Dry Storage,Low,99688,Premium
Seemebadnekai,Karnataka,Bangalore,Ramanagara,20,24,22,07-09-2019,NON-GMO,Dry Storage,Moderate,44009,Export
Thondekai,Karnataka,Bangalore,Ramanagara,16,20,18,07-09-2019,GMO,Warehouse,Seasonal,10894,Export
Galgal(Lemon),Punjab,Hoshiarpur,Dasuya,12,15,15,25-10-2019,CERTIFIED,Warehouse,Emerging Markets,90041,Grade A
Cardamoms,Kerala,Idukki,Thodupuzha,1800,2500,2200,23-10-2019,CERTIFIED,Warehouse,Seasonal,51504,Grade A
Season+Leaves,Punjab,Jalandhar,Bhogpur,4,4,4,15-11-2019,CERTIFIED,Warehouse,Emerging Markets,95971,Grade C
Mahedi,Rajasthan,Pali,Sojat City,52.5,112.5,82.5,11-10-2019,NON-GMO,Warehouse,Emerging Markets,99068,Grade A
Sajje,Karnataka,Davangere,Harappana Halli,16.5,18.5,18.4,14-10-2019,GMO,Warehouse,Seasonal,84498,Grade A
Kinnow,Haryana,Gurgaon,Gurgaon,20,30,25,08-11-2019,GMO,Cold Storage,Moderate,43920,Grade A
Kinnow,Punjab,Ludhiana,Jagraon,12,15,13,08-11-2019,NON-GMO,Cold Storage,Moderate,43920,Grade A
Kinnow,Uttrakhand,Dehradoon,Dehradoon,8,12.5,10,08-11-2019,CERTIFIED,Cold Storage,Moderate,43920,Grade A
Kinnow,Uttrakhand,Haridwar,Roorkee,9,12,10,08-11-2019,GMO,Cold Storage,Moderate,43920,Grade A
Balekai,Rajasthan,Chittorgarh,Chittorgarh,18,30,23,10-12-2019,NON-GMO,Dry Storage,Moderate,92457,Grade A
Chennangi+Dal,Karnataka,Bangalore,Bangalore,54,60,57,05-10-2019,CERTIFIED,Warehouse,Emerging Markets,68146,Grade B
Green+Fodder,Haryana,Ambala,Ambala Cantt.,1.9,3,2,06-10-2019,GMO,Warehouse,Emerging Markets,85751,Grade C
Marigold(Calcutta),Karnataka,Kolar,Malur,20,25,23.63,31-08-2019,ORGANIC,Warehouse,Seasonal,64268,Grade B
Thondekai,Karnataka,Bangalore,Ramanagara,24,26,25,05-09-2019,GMO,Warehouse,Seasonal,10894,Export
Cardamoms,Kerala,Idukki,Thodupuzha,2300,2700,2500,26-08-2019,GMO,Warehouse,Emerging Markets,51504,Grade A
Cardamoms,Kerala,Idukki,Thodupuzha,1900,2200,2000,29-08-2019,NON-GMO,Warehouse,Seasonal,51504,Grade A
Chrysanthemum(Loose),Karnataka,Kolar,Malur,35,60,50,07-09-2019,GMO,Warehouse,Emerging Markets,71713,Grade C
Season+Leaves,NCT of Delhi,Delhi,Azadpur,26,36,32,27-08-2019,NON-GMO,Warehouse,Emerging Markets,95971,Grade C
Duck,Tripura,Dhalai,Chowmanu,5,6,5.5,01-09-2019,NON-GMO,Warehouse,Seasonal,19359,Export
Firewood,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,1.5,2.5,2,26-08-2019,GMO,Warehouse,Seasonal,89701,Export
Chrysanthemum(Loose),Karnataka,Kolar,Malur,25,35,28.33,03-09-2019,GMO,Warehouse,Seasonal,71713,Grade C
Egg,Kerala,Ernakulam,Keezhampara,5,5,5,05-09-2019,NON-GMO,Warehouse,Emerging Markets,33482,Grade A
Green+Fodder,Haryana,Ambala,Ambala Cantt.,1.5,2.6,1.8,05-10-2019,ORGANIC,Warehouse,Seasonal,85751,Grade C
Marigold(Calcutta),Karnataka,Kolar,Malur,28,35,30,28-08-2019,NON-GMO,Warehouse,Seasonal,64268,Grade B
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Bandrol,20,35,27.5,01-10-2019,ORGANIC,Warehouse,Seasonal,53986,Premium
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Kullu,15,30,18,01-10-2019,NON-GMO,Warehouse,Emerging Markets,53986,Premium
Cloves,Kerala,Idukki,Kattappana,550,550,550,24-09-2019,ORGANIC,Warehouse,Emerging Markets,55444,Export
Green+Fodder,Haryana,Ambala,Ambala Cantt.,2.3,2.8,2.5,30-08-2019,NON-GMO,Warehouse,Seasonal,85751,Grade C
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Kullu,10,30,15,28-09-2019,GMO,Warehouse,Emerging Markets,53986,Premium
Gurellu,Karnataka,Gadag,Gadag,26.19,55.19,51.37,05-10-2019,GMO,Warehouse,Seasonal,16521,Grade B
Gurellu,Karnataka,Gadag,Laxmeshwar,20.15,53.51,42.98,05-10-2019,CERTIFIED,Warehouse,Emerging Markets,16521,Grade B
Indian+Colza(Sarson),Punjab,Barnala,Dhanaula,20,27,24,05-10-2019,ORGANIC,Warehouse,Seasonal,33310,Premium
Kinnow,Punjab,Fatehgarh,Sirhind,19,19,19,05-10-2019,ORGANIC,Cold Storage,Moderate,43920,Grade A
Same/Savi,Chattisgarh,Kabirdham,Pandariya,25.4,25.6,25.5,03-09-2019,ORGANIC,Warehouse,Seasonal,73003,Grade B
Suvarna+Gadde,Karnataka,Bangalore,Ramanagara,32,40,36,28-09-2019,CERTIFIED,Warehouse,Emerging Markets,15181,Export
Nutmeg,Kerala,Idukki,Adimali,23,25,24,08-11-2019,CERTIFIED,Warehouse,Seasonal,48214,Grade C
Galgal(Lemon),Kerala,Ernakulam,Piravam,50,60,55,09-10-2019,GMO,Warehouse,Emerging Markets,90041,Grade A
Bull,Tripura,Khowai,Teliamura,110,320,210,01-11-2019,ORGANIC,Warehouse,Seasonal,59811,Premium
Sajje,Karnataka,Gadag,Mundaragi,22.15,22.15,22.15,28-08-2019,GMO,Warehouse,Emerging Markets,84498,Grade A
Seemebadnekai,Karnataka,Mysore,Mysore (Bandipalya),18,20,19.5,28-08-2019,GMO,Dry Storage,Moderate,44009,Export
Nutmeg,Kerala,Idukki,Nedumkandam,260,260,260,05-10-2019,CERTIFIED,Warehouse,Seasonal,48214,Grade C
Suvarna+Gadde,Karnataka,Mysore,Mysore (Bandipalya),23,25,24.5,28-08-2019,CERTIFIED,Warehouse,Emerging Markets,15181,Export
Kinnow,Punjab,Barnala,Barnala,10,15,12.5,17-11-2019,NON-GMO,Cold Storage,Moderate,43920,Grade A
Thondekai,Karnataka,Mysore,Mysore (Bandipalya),20,22,21,28-08-2019,NON-GMO,Warehouse,Seasonal,10894,Export
Gurellu,Karnataka,Gadag,Laxmeshwar,24.15,60.55,41.91,25-10-2019,ORGANIC,Warehouse,Emerging Markets,16521,Grade B
Kinnow,Haryana,Kurukshetra,Shahabad,20,21.5,20,06-11-2019,CERTIFIED,Cold Storage,Moderate,43920,Grade A
Gurellu,Karnataka,Gadag,Gadag,48.39,52.09,50.27,09-10-2019,NON-GMO,Warehouse,Emerging Markets,16521,Grade B
Mahedi,Rajasthan,Pali,Sojat City,72.5,107.5,88.75,28-08-2019,GMO,Warehouse,Seasonal,99068,Grade A
Chennangi+Dal,Karnataka,Haveri,Haveri,56.25,56.25,56.25,18-11-2019,GMO,Warehouse,Emerging Markets,68146,Grade B
Mahedi,Rajasthan,Pali,Sojat City,60,101.87,80,06-09-2019,ORGANIC,Warehouse,Seasonal,99068,Grade A
Marigold(Calcutta),Karnataka,Kolar,Malur,20,30,28.57,09-10-2019,CERTIFIED,Warehouse,Emerging Markets,64268,Grade B
Kinnow,Haryana,Ambala,Naraingarh,25,25,25,21-09-2019,CERTIFIED,Cold Storage,Moderate,43920,Grade A
Egg,Uttar Pradesh,Sultanpur,Sultanpur,4.25,4.7,4.5,30-08-2019,ORGANIC,Warehouse,Emerging Markets,33482,Grade A
Firewood,Uttar Pradesh,Sultanpur,Sultanpur,3.6,4,3.8,30-08-2019,ORGANIC,Warehouse,Seasonal,89701,Export
Sajje,Karnataka,Gadag,Gadag,10.24,13.29,11.2,24-10-2019,GMO,Warehouse,Seasonal,84498,Grade A
Marigold(loose),Jammu and Kashmir,Jammu,Narwal Jammu (F&V),25,30,27.5,14-09-2019,ORGANIC,Warehouse,Emerging Markets,79069,Grade C
Green+Fodder,Haryana,Faridabad,Ballabhgarh,2.25,2.5,2.37,30-08-2019,CERTIFIED,Warehouse,Emerging Markets,85751,Grade C
Avare+Dal,Karnataka,Bangalore,Bangalore,34,48,41,31-08-2019,ORGANIC,Dry Storage,Low,99688,Premium
Chrysanthemum(Loose),Karnataka,Kolar,Malur,40,50,41.66,12-09-2019,ORGANIC,Warehouse,Emerging Markets,71713,Grade C
Gurellu,Karnataka,Gadag,Laxmeshwar,35.69,55.09,49.75,11-11-2019,NON-GMO,Warehouse,Emerging Markets,16521,Grade B
Cotton+Seed,Gujarat,Mehsana,Vijapur(Kukarvada),40,51.55,46,18-11-2019,CERTIFIED,Warehouse,Emerging Markets,29340,Grade C
Chrysanthemum(Loose),Karnataka,Kolar,Malur,25,35,27.14,31-08-2019,ORGANIC,Warehouse,Emerging Markets,71713,Grade C
Egg,Maharashtra,Sangli,Aatpadi,0.03,0.05,0.04,31-08-2019,NON-GMO,Warehouse,Seasonal,33482,Grade A
Dhaincha,Rajasthan,Dausa,Lalsot(Mandabari),27.5,27.5,27.5,31-10-2019,NON-GMO,Warehouse,Emerging Markets,72079,Export
Nutmeg,Kerala,Idukki,Adimali,22,24,23,04-10-2019,CERTIFIED,Warehouse,Emerging Markets,48214,Grade C
Balekai,Rajasthan,Chittorgarh,Chittorgarh,17,30,25,23-12-2019,ORGANIC,Dry Storage,Moderate,92457,Grade A
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Kullu,12,25,20,31-10-2019,CERTIFIED,Warehouse,Seasonal,53986,Premium
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Kullu(Chauri Bihal),10,20,15,30-10-2019,ORGANIC,Warehouse,Seasonal,53986,Premium
Indian+Colza(Sarson),Himachal Pradesh,Kangra,Kangra(Jaisinghpur),12,13,13,08-11-2019,ORGANIC,Warehouse,Emerging Markets,33310,Premium
Sajje,Karnataka,Gadag,Mundaragi,14.05,16.65,15.93,08-11-2019,NON-GMO,Warehouse,Emerging Markets,84498,Grade A
Indian+Colza(Sarson),Punjab,Barnala,Dhanaula,10,15,12,16-10-2019,CERTIFIED,Warehouse,Seasonal,33310,Premium
Jasmine,Kerala,Palakad,Koduvayoor,360,400,380,09-10-2019,GMO,Cold Storage,Moderate,33306,Premium
Sajje,Karnataka,Gadag,Mundaragi,14.6,16.37,15.88,12-10-2019,NON-GMO,Warehouse,Emerging Markets,84498,Grade A
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Bandrol,15,40,27.5,09-10-2019,CERTIFIED,Warehouse,Emerging Markets,53986,Premium
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Kullu,12,32,25,09-10-2019,GMO,Warehouse,Emerging Markets,53986,Premium
Persimon(Japani+Fal),Himachal Pradesh,Mandi,Mandi(Takoli),10,35,25,24-09-2019,NON-GMO,Warehouse,Emerging Markets,53986,Premium
Indian+Colza(Sarson),Punjab,Muktsar,Giddarbaha,8,10,9,20-11-2019,CERTIFIED,Warehouse,Emerging Markets,33310,Premium
Galgal(Lemon),Andhra Pradesh,West Godavari,Bhimadole,6,15,10,20-11-2019,CERTIFIED,Warehouse,Seasonal,90041,Grade A
Honge+seed,Karnataka,Tumkur,Tumkur,22,31,26,18-11-2019,GMO,Warehouse,Emerging Markets,24254,Grade A
Indian+Colza(Sarson),Punjab,Muktsar,Giddarbaha,8,11,10,18-11-2019,NON-GMO,Warehouse,Seasonal,33310,Premium
Bull,Karnataka,Dharwad,Annigeri,180,220,200,05-09-2019,NON-GMO,Warehouse,Emerging Markets,59811,Premium
Yam,Kerala,Kollam,Sasthamkotta,57,63,60,25-10-2019,ORGANIC,Dry Storage,Emerging Markets,67852,Export
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Bandrol,15,31,22.5,11-10-2019,CERTIFIED,Warehouse,Seasonal,53986,Premium
Galgal(Lemon),Punjab,Hoshiarpur,Dasuya,18,20,20,05-10-2019,ORGANIC,Warehouse,Seasonal,90041,Grade A
Mahedi,Rajasthan,Pali,Sojat City,41.25,67.25,53.75,18-11-2019,ORGANIC,Warehouse,Emerging Markets,99068,Grade A
Indian+Colza(Sarson),Himachal Pradesh,Kangra,Kangra(Jaisinghpur),8,10,10,07-11-2019,CERTIFIED,Warehouse,Seasonal,33310,Premium
Marigold(loose),Jammu and Kashmir,Jammu,Narwal Jammu (F&V),28,32,30,05-09-2019,ORGANIC,Warehouse,Emerging Markets,79069,Grade C
Mataki,Rajasthan,Chittorgarh,Pratapgarh,37.6,46.56,42.08,18-11-2019,CERTIFIED,Warehouse,Emerging Markets,29608,Grade A
Persimon(Japani+Fal),Himachal Pradesh,Kullu,Bandrol,14,30,22,14-10-2019,ORGANIC,Warehouse,Seasonal,53986,Premium
Persimon(Japani+Fal),Himachal Pradesh,Mandi,Mandi(Takoli),20,50,35,19-09-2019,CERTIFIED,Warehouse,Seasonal,53986,Premium
Indian+Colza(Sarson),Punjab,Muktsar,Giddarbaha,8,8,8,21-11-2019,ORGANIC,Warehouse,Emerging Markets,33310,Premium
Gurellu,Karnataka,Gadag,Gadag,44.61,56.69,49.53,03-10-2019,ORGANIC,Warehouse,Seasonal,16521,Grade B
Gurellu,Karnataka,Gadag,Laxmeshwar,30.15,53.39,48.29,03-10-2019,CERTIFIED,Warehouse,Seasonal,16521,Grade B
Sajje,Karnataka,Gadag,Gadag,12.17,28.34,15.69,11-11-2019,GMO,Warehouse,Emerging Markets,84498,Grade A
Bull,Tripura,Khowai,Teliamura,150,350,270,08-11-2019,NON-GMO,Warehouse,Seasonal,59811,Premium
Khoya,Uttar Pradesh,Sultanpur,Sultanpur,240,250,245,27-09-2019,GMO,Warehouse,Seasonal,80838,Premium
Bran,Odisha,Ganjam,Digapahandi,8,9,8.5,09-09-2019,CERTIFIED,Warehouse,Seasonal,34675,Grade B
Egg,Uttar Pradesh,Sultanpur,Sultanpur,4.75,6,5.25,20-09-2019,NON-GMO,Warehouse,Emerging Markets,33482,Grade A
Sajje,Karnataka,Gadag,Gadag,15.12,15.32,15.19,03-10-2019,CERTIFIED,Warehouse,Seasonal,84498,Grade A
Gramflour,Uttar Pradesh,Sultanpur,Sultanpur,70.5,73,71.5,20-09-2019,NON-GMO,Warehouse,Seasonal,94355,Export
Gurellu,Karnataka,Gadag,Laxmeshwar,42.15,52.15,48.17,20-09-2019,GMO,Warehouse,Seasonal,16521,Grade B
Khoya,Uttar Pradesh,Sultanpur,Sultanpur,234,240,236,20-09-2019,CERTIFIED,Warehouse,Seasonal,80838,Premium
Gurellu,Karnataka,Gadag,Laxmeshwar,20.15,56.61,48.3,26-09-2019,GMO,Warehouse,Emerging Markets,16521,Grade B
Marigold(loose),Jammu and Kashmir,Jammu,Narwal Jammu (F&V),26,30,28,11-09-2019,CERTIFIED,Warehouse,Seasonal,79069,Grade C
Indian+Colza(Sarson),Himachal Pradesh,Kangra,Palampur,20,22,22,15-10-2019,CERTIFIED,Warehouse,Seasonal,33310,Premium
Thondekai,Karnataka,Kolar,Kolar,12,14,13,12-09-2019,GMO,Warehouse,Seasonal,10894,Export
Soji,Kerala,Thiruvananthapuram,Chala,64,64,64,20-09-2019,GMO,Warehouse,Emerging Markets,70809,Export
Dry+Grapes,Karnataka,Bangalore,Bangalore,170,340,255,16-09-2019,CERTIFIED,Warehouse,Seasonal,13918,Grade C
Cloves,Kerala,Idukki,Kattappana,760,760,760,10-09-2019,ORGANIC,Warehouse,Seasonal,55444,Export
Green+Fodder,Haryana,Ambala,Ambala Cantt.,1.1,1.9,1.5,14-10-2019,ORGANIC,Warehouse,Emerging Markets,85751,Grade C
Gurellu,Karnataka,Gadag,Gadag,48.19,53.19,51.91,19-10-2019,ORGANIC,Warehouse,Seasonal,16521,Grade B
Galgal(Lemon),Andhra Pradesh,West Godavari,Bhimadole,4,6,5,06-11-2019,CERTIFIED,Warehouse,Emerging Markets,90041,Grade A
Sajje,Karnataka,Gadag,Mundaragi,19.09,19.46,19.22,26-09-2019,CERTIFIED,Warehouse,Emerging Markets,84498,Grade A
Chennangi+Dal,Karnataka,Haveri,Haveri,53,55,54.25,15-10-2019,ORGANIC,Warehouse,Emerging Markets,68146,Grade B
Pepper+garbled,Kerala,Kasargod,Manjeswaram,280,285,282.5,28-10-2019,ORGANIC,Warehouse,Seasonal,25741,Grade C
Avare+Dal,Karnataka,Bangalore,Bangalore,37,49,43,19-09-2019,NON-GMO,Dry Storage,Low,99688,Premium
Duck,Tripura,Sepahijala,Sonamura,4,6.5,5,30-10-2019,GMO,Warehouse,Emerging Markets,19359,Export
Galgal(Lemon),Punjab,Hoshiarpur,Hoshiarpur,17,17,17,30-10-2019,NON-GMO,Warehouse,Seasonal,90041,Grade A
Marigold(Calcutta),Maharashtra,Aurangabad,Aurangabad,8,25,16.5,26-10-2019,NON-GMO,Warehouse,Seasonal,64268,Grade B
Mataki,Maharashtra,Sangli,Sangli,50,95,72.5,28-09-2019,CERTIFIED,Warehouse,Seasonal,29608,Grade A
Dhaincha,Rajasthan,Alwar,Kherli,28.4,30.9,29.91,25-10-2019,ORGANIC,Warehouse,Emerging Markets,72079,Export
Sajje,Karnataka,Gadag,Gadag,12.24,13.41,13.01,19-10-2019,CERTIFIED,Warehouse,Emerging Markets,84498,Grade A
Thogrikai,Karnataka,Bangalore,Ramanagara,46,48,47,28-10-2019,NON-GMO,Warehouse,Seasonal,83925,Grade C
Honge+seed,Karnataka,Kolar,Gowribidanoor,28,30,29,17-09-2019,NON-GMO,Warehouse,Seasonal,24254,Grade A
Mataki,Maharashtra,Sangli,Sangli,55,95,75,17-09-2019,CERTIFIED,Warehouse,Seasonal,29608,Grade A
Sajje,Karnataka,Davangere,Harappana Halli,16.5,19.01,17.62,26-10-2019,CERTIFIED,Warehouse,Seasonal,84498,Grade A
Cotton+Seed,Gujarat,Mehsana,Vijapur,37.5,48.55,45.5,29-11-2019,CERTIFIED,Warehouse,Emerging Markets,29340,Grade C
Chrysanthemum(Loose),Karnataka,Kolar,Malur,35,50,41.66,09-09-2019,CERTIFIED,Warehouse,Seasonal,71713,Grade C
Dry+Grapes,Karnataka,Bijapur,Bijapur,110,170,150,09-09-2019,GMO,Warehouse,Emerging Markets,13918,Grade C
Gurellu,Karnataka,Gadag,Gadag,50.29,55.32,53.48,04-10-2019,ORGANIC,Warehouse,Emerging Markets,16521,Grade B
Gurellu,Karnataka,Gadag,Laxmeshwar,20.15,59.15,47.77,04-10-2019,GMO,Warehouse,Emerging Markets,16521,Grade B
Indian+Colza(Sarson),Punjab,Muktsar,Giddarbaha,5,9,8,25-11-2019,GMO,Warehouse,Seasonal,33310,Premium
Suvarna+Gadde,Karnataka,Madikeri(Kodagu),Somvarpet,6,6,6,03-10-2019,ORGANIC,Warehouse,Seasonal,15181,Export
Chrysanthemum(Loose),Karnataka,Kolar,Malur,35,45,40,24-09-2019,ORGANIC,Warehouse,Seasonal,71713,Grade C
Chennangi+Dal,Karnataka,Bangalore,Bangalore,58,64,61,21-10-2019,ORGANIC,Warehouse,Emerging Markets,68146,Grade B
Marigold(Calcutta),Karnataka,Kolar,Malur,20,30,26.92,09-09-2019,GMO,Warehouse,Seasonal,64268,Grade B
Marigold(loose),Jammu and Kashmir,Jammu,Narwal Jammu (F&V),30,34,32,09-09-2019,GMO,Warehouse,Seasonal,79069,Grade C
Thondekai,Karnataka,Kolar,Kolar,8,10,9,25-10-2019,GMO,Warehouse,Seasonal,10894,Export
Indian+Colza(Sarson),Himachal Pradesh,Kangra,Palampur,15,18,17.5,22-10-2019,NON-GMO,Warehouse,Emerging Markets,33310,Premium
Egg,Odisha,Angul,Pallahara,9.7,10.2,9.8,10-09-2019,NON-GMO,Warehouse,Seasonal,33482,Grade A
Other+Pulses,Maharashtra,Bhandara,Bhandara,36,36,36,09-09-2019,NON-GMO,Warehouse,Emerging Markets,44488,Grade B
Gurellu,Karnataka,Gadag,Laxmeshwar,46.58,53.69,51.25,24-09-2019,ORGANIC,Warehouse,Emerging Markets,16521,Grade B
Khoya,Uttar Pradesh,Sultanpur,Jafarganj,259,261,260,25-10-2019,GMO,Warehouse,Emerging Markets,80838,Premium
She+Goat,Karnataka,Belgaum,Kudchi,200,250,210,16-12-2019,ORGANIC,Warehouse,Seasonal,39844,Grade C
Jasmine,Kerala,Palakad,Koduvayoor,350,400,380,17-10-2019,CERTIFIED,Cold Storage,Moderate,33306,Premium
Galgal(Lemon),Punjab,Hoshiarpur,Dasuya,15,17,17,07-10-2019,GMO,Warehouse,Seasonal,90041,Grade A
Egg,Odisha,Angul,Pallahara,9.6,9.8,9.7,18-09-2019,NON-GMO,Warehouse,Seasonal,33482,Grade A
Indian+Colza(Sarson),Punjab,kapurthala,Bhulath (Nadala),15,23,20,07-10-2019,CERTIFIED,Warehouse,Emerging Markets,33310,Premium
Yam,Mizoram,Aizawl,New Market Aizawl,30,50,40,20-11-2019,GMO,Dry Storage,Seasonal,67852,Export
Marigold(Calcutta),Maharashtra,Aurangabad,Aurangabad,15,28,21.5,07-10-2019,NON-GMO,Warehouse,Emerging Markets,64268,Grade B
Thogrikai,Karnataka,Kolar,Kolar,15,25,20,16-12-2019,NON-GMO,Warehouse,Emerging Markets,83925,Grade C
Soji,Assam,Nagaon,Dhing,26.3,28,27.2,21-11-2019,GMO,Warehouse,Seasonal,70809,Export
Duck,Tripura,Khowai,Bachaibari,2.6,4,3.5,10-09-2019,NON-GMO,Warehouse,Seasonal,19359,Export
Jasmine,Kerala,Palakad,Koduvayoor,800,900,860,10-09-2019,ORGANIC,Cold Storage,Moderate,33306,Premium
Chapparad+Avare,Karnataka,Kolar,Kolar,25,40,32,01-10-2019,GMO,Warehouse,Emerging Markets,27591,Grade A
Firewood,Uttar Pradesh,Khiri (Lakhimpur),Tikonia,1.95,2.55,2.25,18-12-2019,ORGANIC,Warehouse,Seasonal,89701,Export
Indian+Colza(Sarson),Punjab,Muktsar,Giddarbaha,4,8,5,29-11-2019,ORGANIC,Warehouse,Emerging Markets,33310,Premium
Hippe+Seed,Maharashtra,Pune,Pune(Pimpri),0.02,0.03,0.03,21-09-2019,GMO,Warehouse,Emerging Markets,84659,Premium
